PIXEL,BASIN
"160142",Thompson Run/Turtle Creek
"161142",Thompson Run/Turtle Creek
"162142",Thompson Run/Turtle Creek
"163142",Thompson Run/Turtle Creek
"164142",Thompson Run/Turtle Creek
"165142",Thompson Run/Turtle Creek
"166142",Thompson Run/Turtle Creek
"167142",Thompson Run/Turtle Creek
"168142",Thompson Run/Turtle Creek
"169142",Thompson Run/Turtle Creek
"170142",Thompson Run/Turtle Creek
"171142",Thompson Run/Turtle Creek
"156143",Thompson Run/Turtle Creek
"157143",Thompson Run/Turtle Creek
"158143",Thompson Run/Turtle Creek
"159143",Thompson Run/Turtle Creek
"160143",Thompson Run/Turtle Creek
"161143",Thompson Run/Turtle Creek
"162143",Thompson Run/Turtle Creek
"163143",Thompson Run/Turtle Creek
"164143",Thompson Run/Turtle Creek
"165143",Thompson Run/Turtle Creek
"166143",Thompson Run/Turtle Creek
"167143",Thompson Run/Turtle Creek
"168143",Thompson Run/Turtle Creek
"169143",Thompson Run/Turtle Creek
"170143",Thompson Run/Turtle Creek
"157144",Thompson Run/Turtle Creek
"158144",Thompson Run/Turtle Creek
"159144",Thompson Run/Turtle Creek
"160144",Thompson Run/Turtle Creek
"161144",Thompson Run/Turtle Creek
"162144",Thompson Run/Turtle Creek
"163144",Thompson Run/Turtle Creek
"164144",Thompson Run/Turtle Creek
"165144",Thompson Run/Turtle Creek
"166144",Thompson Run/Turtle Creek
"167144",Thompson Run/Turtle Creek
"168144",Thompson Run/Turtle Creek
"169144",Thompson Run/Turtle Creek
"170144",Thompson Run/Turtle Creek
"171144",Thompson Run/Turtle Creek
"159145",Thompson Run/Turtle Creek
"160145",Thompson Run/Turtle Creek
"161145",Thompson Run/Turtle Creek
"162145",Thompson Run/Turtle Creek
"163145",Thompson Run/Turtle Creek
"164145",Thompson Run/Turtle Creek
"165145",Thompson Run/Turtle Creek
"166145",Thompson Run/Turtle Creek
"167145",Thompson Run/Turtle Creek
"168145",Thompson Run/Turtle Creek
"169145",Thompson Run/Turtle Creek
"170145",Thompson Run/Turtle Creek
"171145",Thompson Run/Turtle Creek
"159146",Thompson Run/Turtle Creek
"160146",Thompson Run/Turtle Creek
"161146",Thompson Run/Turtle Creek
"162146",Thompson Run/Turtle Creek
"163146",Thompson Run/Turtle Creek
"164146",Thompson Run/Turtle Creek
"165146",Thompson Run/Turtle Creek
"166146",Thompson Run/Turtle Creek
"167146",Thompson Run/Turtle Creek
"168146",Thompson Run/Turtle Creek
"169146",Thompson Run/Turtle Creek
"170146",Thompson Run/Turtle Creek
"171146",Thompson Run/Turtle Creek
"172146",Thompson Run/Turtle Creek
"173146",Thompson Run/Turtle Creek
"165147",Thompson Run/Turtle Creek
"166147",Thompson Run/Turtle Creek
"167147",Thompson Run/Turtle Creek
"168147",Thompson Run/Turtle Creek
"169147",Thompson Run/Turtle Creek
"170147",Thompson Run/Turtle Creek
"171147",Thompson Run/Turtle Creek
"172147",Thompson Run/Turtle Creek
"173147",Thompson Run/Turtle Creek
"165148",Thompson Run/Turtle Creek
"166148",Thompson Run/Turtle Creek
"167148",Thompson Run/Turtle Creek
"168148",Thompson Run/Turtle Creek
"169148",Thompson Run/Turtle Creek
"170148",Thompson Run/Turtle Creek
"171148",Thompson Run/Turtle Creek
"172148",Thompson Run/Turtle Creek
"166149",Thompson Run/Turtle Creek
"167149",Thompson Run/Turtle Creek
"168149",Thompson Run/Turtle Creek
"169149",Thompson Run/Turtle Creek
"170149",Thompson Run/Turtle Creek
"171149",Thompson Run/Turtle Creek
"166150",Thompson Run/Turtle Creek
"167150",Thompson Run/Turtle Creek
"168150",Thompson Run/Turtle Creek
"169150",Thompson Run/Turtle Creek
"167151",Thompson Run/Turtle Creek
"148135",Lower Northern Allegheny River
"149135",Lower Northern Allegheny River
"148136",Lower Northern Allegheny River
"143137",Upper Ohio/Allegheny/Monongahela Ri
"143138",Upper Ohio/Allegheny/Monongahela Ri
"144138",Upper Ohio/Allegheny/Monongahela Ri
"145138",Upper Ohio/Allegheny/Monongahela Ri
"145139",Upper Ohio/Allegheny/Monongahela Ri
"146139",Upper Ohio/Allegheny/Monongahela Ri
"147139",Upper Ohio/Allegheny/Monongahela Ri
"148139",Upper Ohio/Allegheny/Monongahela Ri
"145140",Upper Ohio/Allegheny/Monongahela Ri
"146140",Upper Ohio/Allegheny/Monongahela Ri
"147140",Upper Ohio/Allegheny/Monongahela Ri
"148140",Upper Ohio/Allegheny/Monongahela Ri
"149140",Upper Ohio/Allegheny/Monongahela Ri
"150140",Upper Ohio/Allegheny/Monongahela Ri
"147141",Upper Ohio/Allegheny/Monongahela Ri
"148141",Upper Ohio/Allegheny/Monongahela Ri
"149141",Upper Ohio/Allegheny/Monongahela Ri
"150141",Upper Ohio/Allegheny/Monongahela Ri
"150142",Upper Ohio/Allegheny/Monongahela Ri
"141138",Saw Mill Run
"142138",Saw Mill Run
"143138",Saw Mill Run
"144138",Saw Mill Run
"145138",Saw Mill Run
"141139",Saw Mill Run
"142139",Saw Mill Run
"143139",Saw Mill Run
"144139",Saw Mill Run
"145139",Saw Mill Run
"146139",Saw Mill Run
"142140",Saw Mill Run
"143140",Saw Mill Run
"144140",Saw Mill Run
"145140",Saw Mill Run
"146140",Saw Mill Run
"147140",Saw Mill Run
"142141",Saw Mill Run
"143141",Saw Mill Run
"144141",Saw Mill Run
"145141",Saw Mill Run
"146141",Saw Mill Run
"147141",Saw Mill Run
"141142",Saw Mill Run
"142142",Saw Mill Run
"143142",Saw Mill Run
"144142",Saw Mill Run
"145142",Saw Mill Run
"146142",Saw Mill Run
"147142",Saw Mill Run
"141143",Saw Mill Run
"142143",Saw Mill Run
"143143",Saw Mill Run
"144143",Saw Mill Run
"145143",Saw Mill Run
"146143",Saw Mill Run
"147143",Saw Mill Run
"142144",Saw Mill Run
"143144",Saw Mill Run
"144144",Saw Mill Run
"145144",Saw Mill Run
"146144",Saw Mill Run
"147144",Saw Mill Run
"148144",Saw Mill Run
"142145",Saw Mill Run
"143145",Saw Mill Run
"144145",Saw Mill Run
"145145",Saw Mill Run
"146145",Saw Mill Run
"147145",Saw Mill Run
"148145",Saw Mill Run
"142146",Saw Mill Run
"143146",Saw Mill Run
"144146",Saw Mill Run
"145146",Saw Mill Run
"146146",Saw Mill Run
"147146",Saw Mill Run
"148146",Saw Mill Run
"142147",Saw Mill Run
"143147",Saw Mill Run
"144147",Saw Mill Run
"145147",Saw Mill Run
"146147",Saw Mill Run
"147147",Saw Mill Run
"148147",Saw Mill Run
"142148",Saw Mill Run
"143148",Saw Mill Run
"144148",Saw Mill Run
"145148",Saw Mill Run
"146148",Saw Mill Run
"147148",Saw Mill Run
"142149",Saw Mill Run
"143149",Saw Mill Run
"144149",Saw Mill Run
"150140",Shallow-Cut Monongahela River
"150141",Shallow-Cut Monongahela River
"151141",Shallow-Cut Monongahela River
"152141",Shallow-Cut Monongahela River
"150142",Shallow-Cut Monongahela River
"151142",Shallow-Cut Monongahela River
"152142",Shallow-Cut Monongahela River
"153142",Shallow-Cut Monongahela River
"150143",Shallow-Cut Monongahela River
"151143",Shallow-Cut Monongahela River
"152143",Shallow-Cut Monongahela River
"147141",Shallow-Cut Monongahela River
"148141",Shallow-Cut Monongahela River
"149141",Shallow-Cut Monongahela River
"150141",Shallow-Cut Monongahela River
"147142",Shallow-Cut Monongahela River
"148142",Shallow-Cut Monongahela River
"149142",Shallow-Cut Monongahela River
"150142",Shallow-Cut Monongahela River
"153142",Shallow-Cut Monongahela River
"154142",Shallow-Cut Monongahela River
"155142",Shallow-Cut Monongahela River
"147143",Shallow-Cut Monongahela River
"148143",Shallow-Cut Monongahela River
"149143",Shallow-Cut Monongahela River
"150143",Shallow-Cut Monongahela River
"151143",Shallow-Cut Monongahela River
"152143",Shallow-Cut Monongahela River
"153143",Shallow-Cut Monongahela River
"154143",Shallow-Cut Monongahela River
"155143",Shallow-Cut Monongahela River
"147144",Shallow-Cut Monongahela River
"148144",Shallow-Cut Monongahela River
"149144",Shallow-Cut Monongahela River
"150144",Shallow-Cut Monongahela River
"151144",Shallow-Cut Monongahela River
"152144",Shallow-Cut Monongahela River
"153144",Shallow-Cut Monongahela River
"154144",Shallow-Cut Monongahela River
"155144",Shallow-Cut Monongahela River
"147145",Shallow-Cut Monongahela River
"148145",Shallow-Cut Monongahela River
"149145",Shallow-Cut Monongahela River
"150145",Shallow-Cut Monongahela River
"151145",Shallow-Cut Monongahela River
"152145",Shallow-Cut Monongahela River
"153145",Shallow-Cut Monongahela River
"154145",Shallow-Cut Monongahela River
"148146",Shallow-Cut Monongahela River
"149146",Shallow-Cut Monongahela River
"150146",Shallow-Cut Monongahela River
"151146",Shallow-Cut Monongahela River
"152146",Shallow-Cut Monongahela River
"153146",Shallow-Cut Monongahela River
"154146",Shallow-Cut Monongahela River
"155146",Shallow-Cut Monongahela River
"147147",Shallow-Cut Monongahela River
"148147",Shallow-Cut Monongahela River
"149147",Shallow-Cut Monongahela River
"150147",Shallow-Cut Monongahela River
"151147",Shallow-Cut Monongahela River
"152147",Shallow-Cut Monongahela River
"153147",Shallow-Cut Monongahela River
"154147",Shallow-Cut Monongahela River
"155147",Shallow-Cut Monongahela River
"147148",Shallow-Cut Monongahela River
"148148",Shallow-Cut Monongahela River
"149148",Shallow-Cut Monongahela River
"150148",Shallow-Cut Monongahela River
"151148",Shallow-Cut Monongahela River
"154148",Shallow-Cut Monongahela River
"147149",Shallow-Cut Monongahela River
"148149",Shallow-Cut Monongahela River
"149149",Shallow-Cut Monongahela River
"150149",Shallow-Cut Monongahela River
"151149",Shallow-Cut Monongahela River
"148150",Shallow-Cut Monongahela River
"149150",Shallow-Cut Monongahela River
"155142",Upper Ohio/Allegheny/Monongahela Ri
"156142",Upper Ohio/Allegheny/Monongahela Ri
"154143",Upper Ohio/Allegheny/Monongahela Ri
"155143",Upper Ohio/Allegheny/Monongahela Ri
"156143",Upper Ohio/Allegheny/Monongahela Ri
"154144",Upper Ohio/Allegheny/Monongahela Ri
"155144",Upper Ohio/Allegheny/Monongahela Ri
"156144",Upper Ohio/Allegheny/Monongahela Ri
"154145",Upper Ohio/Allegheny/Monongahela Ri
"155145",Upper Ohio/Allegheny/Monongahela Ri
"154146",Upper Ohio/Allegheny/Monongahela Ri
"155146",Upper Ohio/Allegheny/Monongahela Ri
"160131",Upper Allegheny River
"161131",Upper Allegheny River
"159132",Upper Allegheny River
"160132",Upper Allegheny River
"161132",Upper Allegheny River
"159133",Upper Allegheny River
"160133",Upper Allegheny River
"161133",Upper Allegheny River
"162133",Upper Allegheny River
"154134",Upper Allegheny River
"155134",Upper Allegheny River
"156134",Upper Allegheny River
"157134",Upper Allegheny River
"158134",Upper Allegheny River
"159134",Upper Allegheny River
"160134",Upper Allegheny River
"161134",Upper Allegheny River
"162134",Upper Allegheny River
"153135",Upper Allegheny River
"154135",Upper Allegheny River
"155135",Upper Allegheny River
"156135",Upper Allegheny River
"157135",Upper Allegheny River
"158135",Upper Allegheny River
"159135",Upper Allegheny River
"160135",Upper Allegheny River
"161135",Upper Allegheny River
"162135",Upper Allegheny River
"153136",Upper Allegheny River
"154136",Upper Allegheny River
"155136",Upper Allegheny River
"156136",Upper Allegheny River
"157136",Upper Allegheny River
"158136",Upper Allegheny River
"159136",Upper Allegheny River
"160136",Upper Allegheny River
"161136",Upper Allegheny River
"153137",Upper Allegheny River
"154137",Upper Allegheny River
"155137",Upper Allegheny River
"156137",Upper Allegheny River
"157137",Upper Allegheny River
"158137",Upper Allegheny River
"159137",Upper Allegheny River
"160137",Upper Allegheny River
"161137",Upper Allegheny River
"153138",Upper Allegheny River
"154138",Upper Allegheny River
"155138",Upper Allegheny River
"156138",Upper Allegheny River
"157138",Upper Allegheny River
"159138",Upper Allegheny River
"160138",Upper Allegheny River
"161138",Upper Allegheny River
"153139",Upper Allegheny River
"134111",
"135111",
"136111",
"137111",
"138111",
"139111",
"140111",
"141111",
"142111",
"143111",
"133112",
"134112",
"135112",
"136112",
"137112",
"138112",
"139112",
"140112",
"141112",
"142112",
"143112",
"144112",
"145112",
"146112",
"147112",
"148112",
"149112",
"150112",
"151112",
"152112",
"153112",
"154112",
"155112",
"156112",
"157112",
"158112",
"159112",
"160112",
"161112",
"162112",
"163112",
"164112",
"165112",
"166112",
"167112",
"133113",
"134113",
"135113",
"136113",
"137113",
"138113",
"139113",
"140113",
"141113",
"142113",
"143113",
"144113",
"145113",
"146113",
"147113",
"148113",
"149113",
"150113",
"151113",
"152113",
"153113",
"154113",
"155113",
"156113",
"157113",
"158113",
"159113",
"160113",
"161113",
"162113",
"163113",
"164113",
"165113",
"166113",
"167113",
"168113",
"169113",
"170113",
"171113",
"172113",
"173113",
"174113",
"133114",
"134114",
"135114",
"136114",
"137114",
"138114",
"139114",
"140114",
"141114",
"142114",
"143114",
"144114",
"145114",
"146114",
"147114",
"148114",
"149114",
"150114",
"151114",
"152114",
"153114",
"154114",
"155114",
"156114",
"157114",
"158114",
"159114",
"160114",
"161114",
"162114",
"163114",
"164114",
"165114",
"166114",
"167114",
"168114",
"169114",
"170114",
"171114",
"172114",
"173114",
"174114",
"133115",
"134115",
"135115",
"136115",
"137115",
"138115",
"139115",
"140115",
"141115",
"142115",
"143115",
"144115",
"145115",
"146115",
"147115",
"148115",
"149115",
"150115",
"151115",
"152115",
"153115",
"154115",
"155115",
"156115",
"157115",
"158115",
"159115",
"160115",
"161115",
"162115",
"163115",
"164115",
"165115",
"166115",
"167115",
"168115",
"169115",
"170115",
"171115",
"172115",
"173115",
"174115",
"133116",
"134116",
"135116",
"136116",
"137116",
"138116",
"139116",
"140116",
"141116",
"142116",
"143116",
"144116",
"145116",
"146116",
"147116",
"148116",
"149116",
"150116",
"151116",
"152116",
"153116",
"154116",
"155116",
"156116",
"157116",
"158116",
"159116",
"160116",
"161116",
"162116",
"163116",
"164116",
"165116",
"166116",
"167116",
"168116",
"169116",
"170116",
"171116",
"172116",
"173116",
"174116",
"133117",
"134117",
"135117",
"136117",
"137117",
"138117",
"139117",
"140117",
"141117",
"142117",
"143117",
"144117",
"145117",
"146117",
"147117",
"148117",
"149117",
"150117",
"151117",
"152117",
"153117",
"154117",
"155117",
"156117",
"157117",
"158117",
"159117",
"160117",
"161117",
"162117",
"163117",
"164117",
"165117",
"166117",
"167117",
"168117",
"169117",
"170117",
"171117",
"172117",
"173117",
"174117",
"131118",
"132118",
"133118",
"134118",
"135118",
"136118",
"137118",
"138118",
"139118",
"140118",
"141118",
"142118",
"143118",
"144118",
"145118",
"146118",
"147118",
"148118",
"149118",
"150118",
"151118",
"152118",
"153118",
"154118",
"155118",
"156118",
"157118",
"158118",
"159118",
"160118",
"161118",
"162118",
"163118",
"164118",
"165118",
"166118",
"167118",
"168118",
"169118",
"170118",
"171118",
"172118",
"173118",
"174118",
"130119",
"131119",
"132119",
"133119",
"134119",
"135119",
"136119",
"137119",
"138119",
"139119",
"140119",
"141119",
"142119",
"143119",
"144119",
"145119",
"146119",
"147119",
"148119",
"149119",
"150119",
"151119",
"152119",
"153119",
"154119",
"155119",
"156119",
"157119",
"158119",
"159119",
"160119",
"161119",
"162119",
"163119",
"164119",
"165119",
"166119",
"167119",
"168119",
"169119",
"170119",
"171119",
"172119",
"173119",
"129120",
"130120",
"131120",
"132120",
"133120",
"134120",
"135120",
"136120",
"137120",
"138120",
"139120",
"140120",
"141120",
"142120",
"143120",
"144120",
"145120",
"146120",
"147120",
"148120",
"149120",
"150120",
"151120",
"152120",
"153120",
"154120",
"155120",
"156120",
"157120",
"158120",
"159120",
"160120",
"161120",
"162120",
"163120",
"164120",
"165120",
"166120",
"167120",
"168120",
"169120",
"170120",
"171120",
"172120",
"127121",
"128121",
"129121",
"130121",
"131121",
"132121",
"133121",
"134121",
"135121",
"136121",
"137121",
"138121",
"139121",
"140121",
"141121",
"142121",
"143121",
"144121",
"145121",
"146121",
"147121",
"148121",
"149121",
"150121",
"151121",
"152121",
"153121",
"154121",
"155121",
"156121",
"157121",
"158121",
"159121",
"160121",
"161121",
"162121",
"163121",
"164121",
"165121",
"166121",
"167121",
"168121",
"169121",
"170121",
"171121",
"127122",
"128122",
"129122",
"130122",
"131122",
"132122",
"133122",
"134122",
"135122",
"136122",
"143122",
"144122",
"145122",
"146122",
"147122",
"148122",
"149122",
"150122",
"151122",
"152122",
"153122",
"154122",
"155122",
"156122",
"157122",
"158122",
"159122",
"160122",
"161122",
"162122",
"163122",
"164122",
"165122",
"166122",
"167122",
"168122",
"169122",
"170122",
"126123",
"127123",
"128123",
"129123",
"130123",
"131123",
"132123",
"133123",
"134123",
"135123",
"136123",
"144123",
"145123",
"146123",
"147123",
"148123",
"149123",
"150123",
"151123",
"152123",
"153123",
"154123",
"155123",
"156123",
"157123",
"158123",
"159123",
"160123",
"161123",
"162123",
"163123",
"164123",
"165123",
"166123",
"167123",
"168123",
"124124",
"125124",
"126124",
"127124",
"128124",
"129124",
"130124",
"131124",
"132124",
"133124",
"134124",
"135124",
"136124",
"137124",
"145124",
"146124",
"147124",
"148124",
"149124",
"150124",
"151124",
"152124",
"153124",
"154124",
"155124",
"156124",
"157124",
"158124",
"159124",
"160124",
"161124",
"162124",
"163124",
"164124",
"165124",
"166124",
"167124",
"123125",
"124125",
"125125",
"126125",
"127125",
"128125",
"129125",
"130125",
"131125",
"132125",
"133125",
"134125",
"135125",
"136125",
"137125",
"144125",
"145125",
"146125",
"148125",
"149125",
"150125",
"151125",
"152125",
"153125",
"154125",
"155125",
"156125",
"157125",
"158125",
"159125",
"160125",
"161125",
"162125",
"163125",
"164125",
"165125",
"166125",
"167125",
"122126",
"123126",
"124126",
"125126",
"126126",
"127126",
"128126",
"129126",
"130126",
"131126",
"132126",
"133126",
"134126",
"135126",
"136126",
"153126",
"154126",
"155126",
"158126",
"159126",
"160126",
"161126",
"162126",
"163126",
"164126",
"165126",
"166126",
"167126",
"168126",
"169126",
"170126",
"121127",
"122127",
"123127",
"124127",
"125127",
"126127",
"127127",
"128127",
"129127",
"130127",
"131127",
"132127",
"133127",
"134127",
"135127",
"136127",
"137127",
"153127",
"159127",
"160127",
"161127",
"162127",
"163127",
"164127",
"165127",
"166127",
"167127",
"168127",
"169127",
"170127",
"171127",
"120128",
"121128",
"122128",
"123128",
"124128",
"125128",
"126128",
"127128",
"128128",
"129128",
"130128",
"131128",
"132128",
"133128",
"134128",
"135128",
"159128",
"160128",
"161128",
"162128",
"163128",
"164128",
"165128",
"166128",
"167128",
"168128",
"169128",
"170128",
"171128",
"172128",
"119129",
"120129",
"121129",
"122129",
"123129",
"124129",
"125129",
"126129",
"127129",
"128129",
"129129",
"130129",
"131129",
"132129",
"135129",
"160129",
"161129",
"162129",
"163129",
"164129",
"165129",
"166129",
"167129",
"168129",
"169129",
"170129",
"171129",
"172129",
"173129",
"118130",
"119130",
"120130",
"121130",
"122130",
"123130",
"124130",
"125130",
"126130",
"127130",
"128130",
"129130",
"130130",
"131130",
"132130",
"160130",
"161130",
"162130",
"163130",
"164130",
"165130",
"166130",
"167130",
"168130",
"169130",
"170130",
"171130",
"172130",
"173130",
"117131",
"118131",
"119131",
"120131",
"121131",
"122131",
"123131",
"124131",
"125131",
"126131",
"127131",
"128131",
"129131",
"130131",
"131131",
"132131",
"133131",
"134131",
"162131",
"163131",
"164131",
"165131",
"166131",
"167131",
"168131",
"169131",
"170131",
"171131",
"172131",
"173131",
"115132",
"116132",
"117132",
"118132",
"119132",
"120132",
"121132",
"122132",
"123132",
"124132",
"125132",
"126132",
"127132",
"128132",
"129132",
"130132",
"131132",
"132132",
"133132",
"134132",
"135132",
"162132",
"163132",
"164132",
"165132",
"166132",
"167132",
"168132",
"169132",
"170132",
"171132",
"172132",
"173132",
"115133",
"116133",
"117133",
"118133",
"119133",
"120133",
"121133",
"122133",
"123133",
"124133",
"125133",
"126133",
"127133",
"128133",
"129133",
"130133",
"131133",
"132133",
"133133",
"134133",
"135133",
"163133",
"164133",
"165133",
"166133",
"167133",
"168133",
"169133",
"170133",
"171133",
"172133",
"173133",
"115134",
"116134",
"117134",
"118134",
"119134",
"120134",
"121134",
"122134",
"123134",
"124134",
"125134",
"126134",
"127134",
"128134",
"129134",
"130134",
"131134",
"132134",
"133134",
"134134",
"135134",
"164134",
"165134",
"166134",
"167134",
"168134",
"169134",
"170134",
"171134",
"172134",
"173134",
"115135",
"116135",
"117135",
"118135",
"119135",
"120135",
"121135",
"122135",
"123135",
"124135",
"125135",
"126135",
"127135",
"128135",
"129135",
"130135",
"131135",
"132135",
"133135",
"134135",
"135135",
"167135",
"168135",
"169135",
"170135",
"171135",
"172135",
"173135",
"116136",
"117136",
"118136",
"119136",
"120136",
"121136",
"122136",
"123136",
"124136",
"125136",
"126136",
"127136",
"128136",
"129136",
"130136",
"131136",
"132136",
"133136",
"134136",
"135136",
"136136",
"168136",
"169136",
"170136",
"171136",
"172136",
"117137",
"118137",
"119137",
"120137",
"121137",
"122137",
"123137",
"124137",
"125137",
"126137",
"127137",
"128137",
"129137",
"130137",
"133137",
"134137",
"135137",
"171137",
"172137",
"118138",
"119138",
"120138",
"121138",
"122138",
"123138",
"124138",
"133138",
"134138",
"135138",
"136138",
"172138",
"119139",
"120139",
"121139",
"136139",
"172139",
"120140",
"121140",
"172140",
"121141",
"172141",
"121142",
"122142",
"172142",
"122143",
"123143",
"171143",
"172143",
"123144",
"124144",
"172144",
"124145",
"156145",
"157145",
"158145",
"172145",
"173145",
"124146",
"156146",
"157146",
"158146",
"174146",
"125147",
"126147",
"156147",
"157147",
"158147",
"159147",
"160147",
"161147",
"162147",
"163147",
"164147",
"174147",
"127148",
"152148",
"153148",
"155148",
"156148",
"157148",
"158148",
"159148",
"160148",
"161148",
"162148",
"163148",
"164148",
"173148",
"128149",
"145149",
"146149",
"152149",
"153149",
"154149",
"155149",
"156149",
"157149",
"158149",
"159149",
"160149",
"161149",
"162149",
"163149",
"164149",
"165149",
"172149",
"128150",
"129150",
"144150",
"145150",
"146150",
"147150",
"150150",
"151150",
"152150",
"153150",
"154150",
"155150",
"156150",
"157150",
"158150",
"159150",
"160150",
"161150",
"162150",
"163150",
"164150",
"165150",
"170150",
"171150",
"129151",
"130151",
"144151",
"145151",
"146151",
"147151",
"148151",
"149151",
"150151",
"151151",
"152151",
"153151",
"154151",
"155151",
"156151",
"157151",
"158151",
"159151",
"160151",
"161151",
"162151",
"163151",
"164151",
"165151",
"166151",
"168151",
"169151",
"170151",
"131152",
"132152",
"133152",
"143152",
"144152",
"145152",
"146152",
"147152",
"148152",
"149152",
"150152",
"151152",
"152152",
"153152",
"154152",
"155152",
"156152",
"157152",
"158152",
"159152",
"160152",
"161152",
"162152",
"163152",
"164152",
"165152",
"167152",
"168152",
"133153",
"134153",
"135153",
"142153",
"143153",
"144153",
"145153",
"146153",
"147153",
"148153",
"149153",
"150153",
"151153",
"152153",
"153153",
"154153",
"155153",
"156153",
"157153",
"158153",
"159153",
"160153",
"161153",
"162153",
"163153",
"164153",
"165153",
"136154",
"137154",
"142154",
"143154",
"144154",
"145154",
"146154",
"147154",
"148154",
"149154",
"150154",
"151154",
"152154",
"153154",
"154154",
"155154",
"156154",
"157154",
"158154",
"159154",
"160154",
"161154",
"162154",
"163154",
"164154",
"165154",
"138155",
"139155",
"140155",
"141155",
"142155",
"143155",
"144155",
"145155",
"146155",
"147155",
"148155",
"149155",
"150155",
"151155",
"152155",
"153155",
"154155",
"155155",
"156155",
"157155",
"158155",
"159155",
"160155",
"161155",
"162155",
"163155",
"164155",
"165155",
"166155",
"141156",
"142156",
"143156",
"144156",
"145156",
"146156",
"147156",
"148156",
"149156",
"150156",
"151156",
"152156",
"153156",
"154156",
"155156",
"156156",
"157156",
"158156",
"159156",
"160156",
"161156",
"162156",
"163156",
"164156",
"165156",
"166156",
"143157",
"144157",
"145157",
"146157",
"147157",
"148157",
"149157",
"150157",
"151157",
"152157",
"153157",
"154157",
"155157",
"156157",
"157157",
"158157",
"159157",
"160157",
"161157",
"162157",
"163157",
"164157",
"165157",
"166157",
"145158",
"146158",
"147158",
"148158",
"149158",
"150158",
"151158",
"152158",
"153158",
"154158",
"155158",
"156158",
"157158",
"158158",
"159158",
"160158",
"161158",
"162158",
"163158",
"164158",
"165158",
"148159",
"149159",
"150159",
"151159",
"152159",
"153159",
"154159",
"155159",
"156159",
"157159",
"158159",
"159159",
"160159",
"161159",
"162159",
"163159",
"164159",
"165159",
"148160",
"149160",
"150160",
"151160",
"152160",
"153160",
"154160",
"155160",
"156160",
"157160",
"158160",
"159160",
"160160",
"161160",
"162160",
"163160",
"164160",
"147161",
"148161",
"149161",
"150161",
"151161",
"152161",
"153161",
"154161",
"155161",
"156161",
"157161",
"158161",
"159161",
"160161",
"161161",
"162161",
"163161",
"164161",
"147162",
"148162",
"149162",
"150162",
"151162",
"152162",
"153162",
"154162",
"155162",
"156162",
"157162",
"158162",
"159162",
"160162",
"161162",
"162162",
"163162",
"164162",
"165162",
"147163",
"148163",
"149163",
"150163",
"151163",
"152163",
"153163",
"154163",
"155163",
"156163",
"157163",
"158163",
"159163",
"160163",
"161163",
"162163",
"163163",
"164163",
"165163",
"148164",
"149164",
"150164",
"151164",
"152164",
"153164",
"154164",
"155164",
"156164",
"157164",
"158164",
"159164",
"160164",
"161164",
"162164",
"163164",
"164164",
"165164",
"149165",
"150165",
"151165",
"152165",
"153165",
"154165",
"155165",
"156165",
"157165",
"158165",
"159165",
"160165",
"161165",
"162165",
"151166",
"152166",
"153166",
"154166",
"155166",
"156166",
"157166",
"158166",
"159166",
"160166",
"152167",
"153167",
"154167",
"155167",
"156167",
"157167",
